Location,Date,Temperature,Humidity,Wind_Speed,CO2_Ambient_Level
Tunis,9/11/2024,36.1,53,13.1,379.35
Gabès,5/8/2024,18.8,50,14.2,460.97
Tunis,1/26/2024,44.8,25,11.6,362.96
Tunis,12/3/2024,vignt,,8.9,358.58
Sfax,11/18/2024,10.8,71,7.5,493.96
Tunis,1/10/2025,40.6,87,19.3,438.57
Nabeul,10/31/2024,26.2,93,15.9,497.61
Tunis,2/25/2024,27.3,78,11.6,361.6
Gabès,8/8/2024,27.2,40,18.5,484.37
Sfax,2/5/2024,42.1,,10.5,440.14
Gabès,11/28/2024,15.8,40,18.4,474.85
Gabès,12/1/2024,21.3,25,19.7,443.81
Tunis,1/18/2024,29.8,78,1.2,406.75
Gabès,1/17/2025,vignt,82,16.1,411.85
Nabeul,12/11/2024,vignt,,4.5,375070
Sousse,11/24/2024,14.3,63,1.1,449.54
Tunis,1/25/2024,31.1,42,7.2,477.62
Gabès,2/26/2024,34,81,1.2,438.84
Tunis,2/25/2024,40.8,62,3.9,429.72
Sousse,1/28/2024,44,71,13.9,411.84
Sfax,4/28/2024,42.1,57,3.7,459.8
Tunis,11/14/2024,28.5,34,19.5,369.5
Gabès,4/17/2024,40.2,,4.9,393.85
Nabeul,12/27/2024,33.3,68,3.1,361.61
Gabès,11/23/2024,21.3,85,3.2,424.37
Gabès,10/4/2024,19.2,24,4.3,441.27
Sousse,5/30/2024,41.3,99,13.8,384.53
Sousse,4/11/2024,39.3,26,3.3,389.78
Sousse,10/14/2024,18.1,55,11.4,484.11
Nabeul,7/25/2024,40.5,74,7.3,486.05
Sousse,4/21/2024,29.9,89,12,424.52
Tunis,1/3/2025,19.9,63,19.8,407.18
Nabeul,7/23/2024,11.3,57,0.5,410
Tunis,2/13/2024,10.6,30,17.8,374.8
Gabès,9/28/2024,26.3,21,19.3,400.22
Tunis,11/24/2024,10.5,35,19.1,487430
Tunis,4/20/2024,40.6,60,7,460.56
Gabès,7/18/2024,31,24,12.7,390.12
Sousse,9/1/2024,30.9,47,14,409550
Sfax,9/17/2024,19.7,33,11.3,494.57
Sousse,8/30/2024,1203.2,,10.6,464870
Tunis,2/1/2024,vignt,92,4.6,419.71
Gabès,11/4/2024,22.8,88,11.5,387.45
Gabès,10/28/2024,20,78,5.6,468.77
Nabeul,1/21/2024,vignt,82,19.3,463840
Tunis,5/13/2024,23.5,37,10.7,390.61
Nabeul,3/14/2024,508.3,67,15.6,414.92
Tunis,9/5/2024,21,72,18.6,492.97
Tunis,5/11/2024,10.7,98,19.1,362.21
Gabès,2/10/2024,35.1,85,12.9,462.92
Sousse,2/8/2024,28.2,54,13.4,472.38
Gabès,7/8/2024,19.5,77,9.3,361.75
Gabès,8/21/2024,16.7,21,9.1,480.37
Gabès,1/13/2025,38.1,98,16.9,483.98
Nabeul,2/2/2024,41,59,1.3,464.43
Tunis,3/9/2024,37.2,88,11.5,381.15
Sousse,8/30/2024,41.8,54,5.8,396.14
Tunis,1/9/2025,25.3,23,16.9,358.06
Gabès,5/7/2024,16.8,30,8.7,368.67
Sfax,12/12/2024,28.1,51,18.4,387.41
Sfax,4/27/2024,17.4,27,16.8,413.63
Tunis,4/1/2024,43.7,90,13.8,357.83
Nabeul,12/21/2024,18,38,14.7,394.53
Sfax,11/29/2024,vignt,,9.2,350270
Sfax,1/7/2025,32.2,75,16,375.71
Sousse,8/1/2024,16.7,71,1,443.55
Gabès,7/6/2024,30.7,22,1.4,407
Sfax,2/26/2024,29.1,34,1.6,441.78
Sousse,7/12/2024,20.2,39,11.5,382.58
Gabès,11/20/2024,39.7,39,14.4,417.75
Sousse,3/27/2024,43.2,76,15.7,493.47
Nabeul,1/3/2025,36.1,99,15,391.56
Sousse,10/23/2024,1736.3,33,17.8,490950
Nabeul,5/23/2024,28.6,99,2.6,463.93
Tunis,1/11/2025,37.3,21,9.7,445.98
Nabeul,4/4/2024,27.9,62,10.4,387.12
Tunis,8/22/2024,17,37,7.5,442870
Tunis,2/26/2024,28.4,30,9.9,395.7
Nabeul,3/23/2024,37.9,82,12,379.21
Gabès,12/23/2024,18.8,50,12.2,490.65
Sousse,2/22/2024,22,96,12.6,431.94
Sfax,10/15/2024,37.5,31,16.8,419.63
Tunis,5/3/2024,352.8,,5.7,423.15
Sousse,9/29/2024,10.3,89,3.6,359.15
Nabeul,5/15/2024,vignt,,11.7,386690
Sousse,5/6/2024,31.4,79,8.5,433.23
Nabeul,2/19/2024,vignt,,1.2,418.09
Nabeul,6/8/2024,26.5,59,1.1,487.91
Tunis,8/16/2024,17.9,51,9.4,386.15
Nabeul,9/20/2024,42.5,49,7.9,356.16
Nabeul,9/29/2024,40.3,63,9.9,491.95
Nabeul,11/29/2024,25.8,62,2.3,458.26
Sousse,4/5/2024,34.2,90,1.6,373530
Sfax,2/9/2024,24.7,45,19.7,405.31
Gabès,11/24/2024,21.4,54,12.8,472.49
Sfax,2/22/2024,1784.8,34,19.7,484220
Gabès,4/23/2024,40.5,90,9.4,486.73
Gabès,7/14/2024,16.4,53,2,428.96
Sousse,9/24/2024,30.9,53,7.1,386.87
Nabeul,5/15/2024,41.8,20,17.2,462.98
Sousse,4/6/2024,2215,69,5.8,472370
Sousse,9/5/2024,43.3,40,13.3,498.14
Nabeul,9/14/2024,35.2,34,5.4,428.91
Sousse,4/9/2024,27.5,91,3.7,455290
Sousse,12/31/2024,vignt,91,11.4,471.78
Sousse,4/24/2024,29.7,41,5.2,434080
Sousse,2/21/2024,37,20,11.2,395.55
Sousse,1/14/2025,40,27,1.5,398.64
Tunis,8/23/2024,25.2,73,10.2,442.48
Sfax,8/25/2024,39.6,82,0.8,370.17
Tunis,12/9/2024,41.2,32,13.5,452.57
Tunis,9/17/2024,16.3,51,3.8,499.05
Tunis,12/29/2024,535.2,23,17.5,493860
Sousse,2/16/2024,19.3,50,10.5,414.44
Gabès,6/21/2024,vignt,61,13.1,365350
Sfax,3/21/2024,19.7,48,12.5,399.71
Gabès,3/23/2024,16,99,11.3,360.73
Sousse,2/2/2024,15.7,,15.6,499.35
Tunis,6/19/2024,23.4,57,1.4,374.85
Tunis,1/21/2024,19.6,100,14,468.74
Tunis,9/9/2024,29.7,77,16.4,398.52
Gabès,3/11/2024,34.6,98,19.8,398.44
Nabeul,12/10/2024,764.8,80,8.7,381870
Nabeul,10/28/2024,10.4,66,15.1,435.97
Sfax,6/17/2024,2429.7,,12.3,451.02
Gabès,3/25/2024,11.5,59,6.3,353.88
Sfax,6/30/2024,34.6,39,9,437.92
Nabeul,7/12/2024,14.8,77,9,377.08
Sousse,6/3/2024,10.5,70,1.2,409.91
Sfax,10/31/2024,14.1,45,4.9,420.14
Gabès,5/29/2024,36.9,25,12.5,496.82
Nabeul,9/20/2024,33.6,,12.6,488.36
Gabès,3/7/2024,38.1,49,14,465.26
Gabès,8/12/2024,35.5,,16,480380
Gabès,12/8/2024,15.4,33,12.6,406.92
Tunis,5/28/2024,25.8,93,6.5,415.39
Gabès,3/19/2024,16.6,63,14.7,364950
Nabeul,4/27/2024,32.7,62,17.4,423.87
Sfax,12/18/2024,24.7,97,1.9,384.58
Tunis,8/30/2024,22,51,2.1,469.54
Gabès,3/15/2024,15.2,86,7,489.2
Sfax,7/18/2024,25.5,38,3.1,407.77
Tunis,3/27/2024,18.1,31,12,359.05
Nabeul,6/18/2024,vignt,95,2.5,439.98
Tunis,3/6/2024,11.3,66,17.5,382.9
Nabeul,7/13/2024,12.7,,2.4,361450
Gabès,8/16/2024,23.7,88,8.9,363.69
Nabeul,3/22/2024,22.5,55,14.3,392.61
Sfax,12/15/2024,43.6,22,4.4,434.9
Sousse,5/26/2024,27.3,32,8.2,492.6
Gabès,9/5/2024,41,72,1.8,359.42
Nabeul,10/31/2024,42.7,100,11.9,464.14
Sfax,8/1/2024,26.1,22,10.4,435.81
Tunis,2/10/2024,27,36,0.6,464.71
Sfax,1/28/2024,29.4,26,10,445.06
Sousse,11/1/2024,13.1,67,12.5,374.42
Gabès,4/7/2024,22.1,87,14,496.75
Nabeul,3/12/2024,1518.9,55,18.6,478.93
Nabeul,8/19/2024,43.6,35,11.8,479.15
Tunis,2/8/2024,16,23,7,370.34
Tunis,4/25/2024,43.5,65,17.7,405.09
Tunis,9/30/2024,15.1,99,5.1,394.59
Gabès,6/18/2024,44.2,72,16.5,416.65
Nabeul,7/31/2024,34.4,78,14.2,418.18
Sousse,11/13/2024,19.7,73,15.2,480.25
Sousse,11/24/2024,17.9,97,14.4,390.92
Nabeul,2/12/2024,38.9,25,7.4,431.76
Tunis,8/12/2024,vignt,34,7.2,429.33
Sfax,8/27/2024,19.6,62,9.9,380.08
Tunis,4/16/2024,vignt,38,5,353610
Nabeul,6/21/2024,18.3,79,3.3,436.08
Tunis,2/1/2024,19.4,98,17.9,395.55
Nabeul,8/20/2024,41.4,83,17.1,453.62
Tunis,12/21/2024,36.5,66,5.9,352.04
Gabès,7/28/2024,820.8,46,4.1,445.32
Sousse,11/1/2024,10.2,82,9.8,457.17
Tunis,1/31/2024,vignt,80,14.4,417.33
Sfax,7/21/2024,36.1,24,16.6,415.46
Gabès,4/2/2024,37.7,87,3.7,439.55
Nabeul,10/15/2024,14.4,56,16.5,418.74
Tunis,6/22/2024,18.8,32,15.1,406.67
Nabeul,11/2/2024,40.5,40,11.8,413.36
Tunis,5/14/2024,14.4,66,2.5,441.29
Gabès,6/25/2024,42,32,6.2,479.01
Sfax,2/9/2024,15.5,41,6.6,369.16
Sfax,1/11/2025,40.6,79,12,382.39
Nabeul,4/2/2024,32,32,17.1,403.41
Gabès,5/1/2024,37.4,93,10.8,381.79
Nabeul,12/19/2024,30.5,65,1.6,392.78
Gabès,9/15/2024,34.7,77,17.7,421.45
Sfax,9/11/2024,34.9,28,4.6,397.84
Nabeul,8/18/2024,vignt,47,3.8,435940
Sousse,3/9/2024,32.2,54,14.4,482.12
Gabès,5/13/2024,21,59,7.4,439.74
Sousse,8/7/2024,17.7,62,16.8,409.43
Nabeul,4/16/2024,13.4,48,14.1,460.5
Sousse,5/1/2024,31.1,20,15.8,355750
Nabeul,1/9/2025,21.1,62,6.4,492.38
Nabeul,11/29/2024,21.9,31,10.8,393.89
Sousse,6/13/2024,vignt,55,19.8,394860
Gabès,2/4/2024,19.4,39,11.1,406.31
Nabeul,5/20/2024,24.2,79,11.9,360.64
Sousse,11/23/2024,34.8,95,6.4,362.02
Tunis,11/2/2024,39,93,9.7,498.46
Tunis,4/12/2024,30.3,40,10,465.1
Sfax,8/18/2024,20.9,35,8.1,451.29
Nabeul,12/24/2024,21.9,88,7.6,465.18
Nabeul,7/15/2024,10.8,98,3.8,456.23
Sfax,8/30/2024,21.7,29,15.9,438.6
Sfax,3/2/2024,12.1,31,18.3,498.93
Nabeul,1/31/2024,956.8,62,3.1,382.33
Nabeul,6/23/2024,16.5,55,17.1,362580
Sfax,11/29/2024,20.7,61,12.5,467.61
Tunis,8/14/2024,36.9,70,13.7,495.03
Gabès,7/23/2024,21.2,72,12.2,488.9
Gabès,1/4/2025,31.4,25,9.4,400.06
Sousse,2/22/2024,vignt,20,1.4,496.28
Sfax,2/19/2024,2918.4,,3.1,451.58
Sfax,2/27/2024,29.2,93,8.4,412.42
Sfax,1/31/2024,34.7,97,2.4,383.35
Gabès,12/27/2024,11.8,25,4.3,395.79
Sfax,1/5/2025,29.4,44,12.3,398.58
Sousse,6/15/2024,26.4,57,13.2,428.48
Sousse,8/30/2024,1747.6,32,2.7,420.19
Tunis,8/31/2024,39,26,7.1,459.39
Sousse,9/17/2024,43.6,39,4.1,498.19
Gabès,10/1/2024,13.9,35,4,484.7
Nabeul,11/28/2024,32,49,17.9,474.35
Nabeul,4/16/2024,42,,14.4,490.57
Sfax,5/4/2024,27.9,58,15.3,421.37
Gabès,3/16/2024,vignt,,13.5,424.85
Gabès,2/15/2024,2449,,16.6,478.87
Sousse,3/25/2024,39.3,54,3.9,485.34
Nabeul,7/4/2024,25.7,57,7.2,485.22
Sousse,12/13/2024,vignt,50,19.4,378.96
Sousse,1/16/2025,40.1,74,6.6,437.83
Sousse,8/1/2024,34.2,51,18.4,407
Gabès,5/16/2024,27.6,51,2,463.57
Sousse,3/10/2024,35.8,33,17.1,430.97
Nabeul,6/2/2024,12.2,76,14.1,470.26
Tunis,11/11/2024,34.6,40,9.4,494.85
Sfax,5/2/2024,vignt,47,1.8,493.66
Nabeul,4/20/2024,31.7,33,9.6,405.66
Tunis,10/3/2024,17,88,16.5,473.07
Sousse,5/19/2024,41.9,92,16.7,472.11
Sousse,1/28/2024,21.2,73,19.8,482.98
Tunis,4/17/2024,16.2,73,12.1,428.47
Sousse,7/19/2024,502.5,65,19.8,354.29
Gabès,5/4/2024,35,98,11.3,360.76
Tunis,1/25/2024,42.2,27,4.3,400.3
Nabeul,9/10/2024,14.3,35,6.3,493.23
Sousse,8/26/2024,30.1,41,10.2,407.82
Tunis,7/3/2024,vignt,79,14.6,471.35
Sfax,9/18/2024,43.5,36,11.7,378.19
Sousse,10/14/2024,14,34,12.8,402.37
Tunis,7/11/2024,28.8,73,0.9,449.82
Sousse,2/22/2024,vignt,92,4.3,385.5
Tunis,3/2/2024,16.1,46,10.5,450.14
Sousse,2/20/2024,14,88,15.6,446.37
Sousse,1/12/2025,38.1,64,0.9,351.61
Gabès,2/26/2024,34,79,18.8,396.24
Sfax,9/10/2024,24.2,90,5.2,427.78
Sfax,4/7/2024,vignt,,9.3,392.3
Nabeul,12/5/2024,vignt,64,20,422.25
Sousse,4/28/2024,35.8,82,5.1,362030
Sfax,1/19/2024,vignt,73,6.3,414.03
Nabeul,6/20/2024,30.7,92,1.8,373.36
Gabès,4/6/2024,11.2,28,12,493.31
Nabeul,2/9/2024,28.3,27,2.1,428.49
Nabeul,10/4/2024,39.7,41,2.5,455.8
Sousse,1/6/2025,14.4,92,5,490.85
Nabeul,12/21/2024,39.8,68,17.1,377.82
Tunis,12/27/2024,42.6,61,17.4,389.45
Sousse,9/3/2024,29.5,51,14.6,434.47
Sousse,4/18/2024,11,74,7.4,418.81
Sousse,8/2/2024,11.9,60,9,369.72
Sfax,12/10/2024,28.6,23,7.7,460.31
Sfax,6/10/2024,29.3,64,5.8,498.95
Nabeul,8/20/2024,33.9,81,6.6,476.29
Sousse,4/5/2024,13.2,70,12,455990
Sfax,9/15/2024,15.8,57,12.1,356.31
Tunis,8/16/2024,38.9,54,13.3,482.32
Sfax,4/6/2024,10.4,22,1.7,497.16
Sfax,9/29/2024,10.8,39,5.9,438.32
Sousse,12/7/2024,21.7,54,12.3,413.43
Gabès,2/12/2024,27,53,8.7,362.92
Gabès,11/22/2024,20.6,93,17.1,469.36
Sousse,2/16/2024,34.1,68,16.4,445.62
Gabès,6/7/2024,21.7,40,6.8,461.4
Gabès,7/31/2024,43.7,,2.7,411.55
Nabeul,2/12/2024,30.7,52,11.5,437.29
Gabès,1/2/2025,21.4,61,14.1,436.78
Tunis,1/23/2024,10.3,52,15,473.21
Gabès,6/6/2024,26.8,78,1.1,350.64
Tunis,3/1/2024,32.4,97,5.9,450.06
Gabès,6/13/2024,vignt,,4.3,454.83
Nabeul,12/25/2024,vignt,80,1.8,394430
Nabeul,11/8/2024,12.6,49,8.9,368.14
Gabès,5/9/2024,39.4,70,3.3,359.49
Sousse,3/15/2024,26.8,68,6,481.68
Sousse,4/26/2024,27.8,28,0.6,443.89
Tunis,1/9/2025,606.8,26,2.2,448940
Sfax,3/28/2024,19.8,38,3.6,452.1
Gabès,2/22/2024,30.4,100,9.3,414.3
Sfax,9/18/2024,36.4,54,10.7,393.84
Gabès,10/13/2024,26.1,84,10.6,481.9
Nabeul,8/6/2024,17,43,14.3,362.89
Gabès,9/28/2024,26.5,54,5.8,383.62
Sousse,7/3/2024,36.4,48,1.6,422.07
Sousse,9/26/2024,38.6,54,12.9,423.14
Sousse,5/24/2024,44.5,96,13,364.23
Gabès,4/10/2024,34.5,79,9.9,483.33
Nabeul,5/5/2024,11.3,49,7.8,472.64
Tunis,4/10/2024,3362.6,20,5.1,381150
Tunis,2/3/2024,17.9,79,4,378.64
Sousse,12/2/2024,35.5,47,18,487.32
Nabeul,8/24/2024,33.2,59,14.2,408.59
Tunis,5/25/2024,25.3,65,19.5,399.34
Nabeul,6/3/2024,20.2,66,18.9,410.35
Sousse,4/10/2024,33.4,88,15.2,417.8
Sfax,4/2/2024,35.8,84,9.5,389.42
Gabès,1/15/2025,20.4,63,14.3,373.56
Sousse,3/31/2024,13.8,38,6.1,463.51
Sousse,5/25/2024,42.5,,6,467310
Sousse,8/2/2024,42,20,7,497.27
Nabeul,2/13/2024,38,92,16.2,382.44
Gabès,9/25/2024,22.8,89,17.3,406.27
Tunis,6/29/2024,43,54,6.4,417.22
Gabès,12/27/2024,39.3,20,7.7,462.69
Tunis,5/27/2024,16.1,59,3.4,418.94
Gabès,2/17/2024,20.5,91,6.5,481.27
Gabès,4/9/2024,26,38,12.7,490.15
Gabès,10/1/2024,26.2,90,7.8,467.58
Nabeul,10/11/2024,29.7,31,5.2,417.78
Sfax,3/5/2024,43.5,71,8.8,364.09
Gabès,12/2/2024,vignt,46,11.2,370470
Sousse,9/11/2024,36.6,74,10.2,400.78
Sousse,11/3/2024,15.9,56,18.2,477.14
Gabès,9/13/2024,26.1,,11.8,440920
Nabeul,11/11/2024,12.8,88,1.7,427.97
Nabeul,4/14/2024,3524.7,30,14,384.73
Sfax,9/28/2024,36.2,32,19,490.11
Sfax,9/13/2024,43.1,,10,498.31
Sousse,8/13/2024,42.1,61,0.6,415.67
Sousse,1/9/2025,vignt,,2.4,471940
Tunis,8/1/2024,12.6,69,17.3,400340
Sousse,2/22/2024,38.1,73,9.3,459.43
Gabès,4/26/2024,38.9,26,3.1,385.61
Sousse,9/9/2024,29.7,25,18.8,425.26
Gabès,7/18/2024,vignt,,14.4,432.81
Nabeul,9/5/2024,43.2,53,1.8,478.05
Sousse,3/18/2024,28.1,98,3.7,459.49
Sfax,9/8/2024,27.4,31,5.8,447.18
Gabès,5/27/2024,29.2,57,13.2,410.84
Sfax,10/8/2024,20.2,65,7.9,431.7
Tunis,12/2/2024,573.5,26,14.9,452.28
Sfax,6/10/2024,29.5,63,11.4,463.18
Tunis,2/12/2024,29.7,84,3.5,494.37
Nabeul,3/30/2024,40,90,3.7,458.42
Gabès,7/20/2024,17.6,33,0.5,381.05
Sfax,6/24/2024,38.1,69,17.2,411.48
Gabès,9/3/2024,1253.7,77,8.3,361.03
Sousse,4/8/2024,11.4,54,2.2,373.58
Gabès,3/31/2024,vignt,46,11.9,425000
Tunis,3/24/2024,35,49,10.7,428.59
Nabeul,10/28/2024,35.8,94,3.9,482.63
Gabès,11/30/2024,38.1,32,4.9,419.1
Sfax,10/6/2024,40.1,99,15.2,488.09
Tunis,5/16/2024,34,76,8.9,386.87
Tunis,4/25/2024,24.2,74,19.4,364.6
Nabeul,7/14/2024,27.9,93,7.9,372.67
Sfax,10/3/2024,19.5,100,13.3,356.7
Sousse,12/19/2024,10.5,92,2.9,498.05
Nabeul,6/16/2024,44.5,88,9.9,366.22
Nabeul,4/14/2024,27,28,18.7,354.9
Gabès,7/10/2024,25.2,58,12.2,377.21
Tunis,7/28/2024,38.3,49,4.4,393.05
Tunis,6/7/2024,24.7,68,4.2,471.04
Sousse,1/24/2024,31.7,76,14.2,391.62
Sousse,6/11/2024,18.2,53,8.8,378.33
Tunis,1/30/2024,vignt,46,5.3,392090
Sousse,11/21/2024,2164.8,80,2.5,410.04
Sfax,7/31/2024,19.6,99,3.2,384.38
Sousse,6/1/2024,16.2,59,13.3,435.17
Nabeul,1/19/2024,29.6,23,6.6,476.14
Gabès,12/23/2024,40.5,78,4.2,373
Sfax,12/28/2024,44.3,92,10.7,479.78
Sousse,8/11/2024,22,53,17.9,356.15
Sousse,4/16/2024,15.1,64,9.1,494.55
Sousse,10/28/2024,27.6,86,3.4,358.73
Gabès,5/13/2024,32.9,60,5.7,478.24
Sfax,5/31/2024,18.5,76,7.6,420.94
Nabeul,4/2/2024,36,63,11.9,350520
Tunis,12/9/2024,10.2,83,18.9,362.2
Sousse,12/27/2024,14.9,34,2.2,389.73
Nabeul,10/22/2024,11.6,81,1.9,462.48
Sfax,11/25/2024,26.2,99,12.2,378970
Gabès,5/4/2024,36.9,34,12.5,440.94
Nabeul,12/25/2024,vignt,25,19.4,495.32
Sousse,5/7/2024,21.4,96,14.9,466.13
Gabès,6/19/2024,43.8,79,11.4,477.9
Sfax,11/19/2024,18.3,74,1.1,449.18
Gabès,12/10/2024,33.9,40,17.1,413.31
Gabès,4/22/2024,11.1,55,5.7,423.82
Sousse,6/16/2024,36,,3.6,377.87
Nabeul,4/22/2024,21.5,33,12.3,432.63
Tunis,6/22/2024,vignt,,17,351.86
Sfax,7/21/2024,34.5,52,17.4,359.01
Nabeul,9/14/2024,13.2,27,12.9,371.97
Sfax,5/11/2024,29.4,28,15,393.37
Tunis,4/7/2024,33.7,99,2.4,406.74
Nabeul,10/3/2024,38,,0.8,398.5
Tunis,5/28/2024,35.2,47,10.2,421.08
Tunis,6/12/2024,31.5,54,12,357.03
Tunis,12/26/2024,31.7,50,18.7,425.7
Gabès,3/15/2024,38.5,34,17.7,430.48
Gabès,11/7/2024,24.9,25,9.9,496.68
Sousse,9/23/2024,25.7,76,8.3,381.15
Sfax,6/23/2024,20.1,64,5.5,441.89
Nabeul,8/20/2024,37.4,40,4.5,447.61
Nabeul,6/4/2024,34.7,69,19.1,376.28
Sfax,10/10/2024,15.7,59,2.9,413.03
Sousse,10/12/2024,19.3,30,8.4,425.78
Sfax,5/23/2024,42.9,82,1.3,483.41
Sfax,5/28/2024,37.8,46,19.1,358.7
Sfax,8/3/2024,vignt,60,11.1,393.96
Nabeul,5/20/2024,788.5,53,10.2,396.21
Sousse,11/15/2024,14.1,42,3.6,429.74
Tunis,11/4/2024,36.7,55,11.6,362.79
Nabeul,11/10/2024,803.3,97,16.8,356670
Nabeul,9/22/2024,21.8,91,1.9,428.99
Nabeul,7/17/2024,17.7,33,3.3,492610
Tunis,10/9/2024,13.8,45,17.3,491.19
Sousse,1/21/2024,40,74,2.9,440.9
Gabès,1/7/2025,27.2,91,3,495.21
Gabès,12/19/2024,18.9,51,13.3,372.96
Sfax,7/28/2024,36.9,47,8.8,413.14
Tunis,10/18/2024,17.7,97,7.9,418.29
Tunis,2/27/2024,25.8,,19.7,386370
Nabeul,9/28/2024,40.4,,12.6,465610
Nabeul,3/27/2024,31.4,88,13.9,389.41
Nabeul,2/17/2024,26.7,77,19.9,355.94
Nabeul,1/15/2025,21.9,46,4.1,356
Tunis,1/9/2025,864,82,15.4,499.14
Sousse,12/25/2024,27.6,40,1.7,398.02
Sfax,1/21/2024,38.8,80,16.1,391.79
Gabès,6/21/2024,19.8,40,16.6,459.41
Nabeul,5/23/2024,18.3,28,3.8,364.92
Sousse,3/31/2024,15.6,22,16.9,427.49
Sousse,2/26/2024,27.2,53,6.1,412.3
Sousse,9/2/2024,357,,2.5,417.44
Sousse,11/17/2024,vignt,97,18.8,408830
Nabeul,11/21/2024,vignt,68,19,443050
Sousse,5/2/2024,vignt,41,6.7,372.49
Sfax,3/11/2024,36.9,58,19.9,437.83
Sousse,3/10/2024,33.1,,15.8,495.69
Sfax,8/6/2024,vignt,59,6.8,355.52
Nabeul,1/30/2024,19.2,32,15.3,454.64
Gabès,11/21/2024,15.8,27,18.8,387.12
Gabès,11/2/2024,37.2,34,16.6,380.5
Sousse,10/21/2024,23.9,47,19,385.75
Gabès,1/14/2025,21.7,66,11.3,376.72
Sfax,12/6/2024,10.9,39,2.6,477.86
Sousse,6/15/2024,36.9,,5.5,423920
Nabeul,1/1/2025,20.6,20,9.5,354.89
Sousse,2/14/2024,26.7,26,16.1,433.92
Gabès,4/2/2024,40.3,45,16.3,493.5
Sfax,2/25/2024,15.9,86,0.7,395.31
Gabès,6/6/2024,2730,50,18.4,402.05
Nabeul,7/9/2024,24.3,39,13.7,399.34
Sfax,10/10/2024,13.2,77,1.5,384.72
Nabeul,11/9/2024,30.9,34,9.7,462.29
Sfax,6/8/2024,44.8,68,16,395.42
Sousse,9/3/2024,13.9,46,18.4,368.16
Nabeul,6/2/2024,24.1,48,1.5,479.41
Sfax,9/15/2024,22.8,24,13.6,384.4
Tunis,5/24/2024,25.2,,14.8,444.42
Tunis,3/8/2024,40.2,65,5.4,363.98
Sfax,1/24/2024,vignt,,5.6,378.41
Sfax,8/29/2024,36.9,20,14.1,482.73
Gabès,9/26/2024,30.6,64,4,363.86
Gabès,9/8/2024,22.1,66,4.2,476.79
Tunis,8/21/2024,42.2,73,17.4,483850
Gabès,7/4/2024,44.6,76,18.7,422.67
Sousse,7/31/2024,vignt,69,9.1,431.29
Sfax,4/23/2024,21.4,86,15.6,407.95
Sousse,4/12/2024,23,89,6.5,444.18
Tunis,8/3/2024,39.4,46,0.8,413.02
Nabeul,5/30/2024,19.7,24,16.4,363.49
Gabès,4/7/2024,41.9,83,11.7,438.28
Gabès,1/26/2024,31.8,87,18.5,350.61
Sousse,2/14/2024,37.4,31,10.6,366.59
Sousse,4/10/2024,11.9,99,6,424.38
Tunis,1/20/2024,27.9,30,15.3,355.98
Nabeul,4/28/2024,38.6,26,2,414.14
Tunis,1/16/2025,19.7,58,2.5,420.47
Tunis,12/28/2024,28.1,55,10.7,350.94
Sousse,6/16/2024,43.9,89,3.9,436.59
Nabeul,7/23/2024,34.4,51,8.4,427.27
Gabès,2/20/2024,18.9,76,6.7,442.14
Nabeul,5/15/2024,15.7,76,2.6,447.52
Gabès,4/16/2024,43.6,55,8.9,458.45
Sfax,8/29/2024,22.3,66,11.5,450.94
Sfax,3/13/2024,37.7,56,10.3,475.95
Sfax,10/3/2024,42.9,85,12.3,395.34
Sfax,11/20/2024,38,32,10.3,491.86
Gabès,1/15/2025,1474.9,30,15.4,354.65
Sfax,8/4/2024,12.3,56,12.4,483.18
Nabeul,2/10/2024,961.2,81,15.1,386.86
Sfax,10/30/2024,22,84,8.7,496.1
Sfax,8/15/2024,19,51,8.9,486.61
Nabeul,8/15/2024,vignt,80,11.8,435790
Sousse,9/29/2024,20,26,2.9,356.98
Sousse,12/26/2024,29.9,23,6.5,350.74
Sousse,6/13/2024,29.6,79,6.4,373.57
Tunis,9/17/2024,vignt,90,1.8,408230
Sousse,10/30/2024,14.8,82,5.5,467.42
Tunis,6/29/2024,36.4,81,6.3,491.59
Sousse,8/7/2024,21.4,98,14.4,459.61
Sfax,4/14/2024,38,81,5.9,373.02
Sfax,3/31/2024,37.6,39,9.8,450.75
Gabès,10/16/2024,28.7,66,12.9,420.87
Gabès,4/4/2024,35.3,97,6.7,433.62
Gabès,1/6/2025,17,88,7.2,489.67
Sousse,10/25/2024,27,20,16.6,496.6
Sousse,7/7/2024,24.8,55,15.3,435.05
Nabeul,5/29/2024,44.1,73,6.2,392.1
Gabès,4/7/2024,10.3,46,9.2,495.32
Tunis,10/15/2024,13.7,27,16.6,400.4
Sousse,11/3/2024,vignt,,14,469.55
Tunis,5/1/2024,10.2,31,14.3,413.76
Tunis,11/24/2024,26.7,39,4.8,444.35
Nabeul,10/21/2024,16.5,98,5.7,442.11
Tunis,3/21/2024,vignt,,10.3,363.83
Sfax,8/12/2024,39.1,56,9.1,454.04
Nabeul,2/18/2024,28.9,68,15.6,471.22
Sfax,9/1/2024,27.1,36,4,401.38
Sousse,5/28/2024,27.2,66,4.7,412.77
Gabès,7/10/2024,vignt,,2,413.22
Tunis,5/12/2024,3668.6,52,6.7,476.51
Nabeul,9/10/2024,vignt,24,12.6,478.32
Tunis,6/30/2024,vignt,30,17.4,361.03
Nabeul,11/2/2024,10.6,30,16.1,445.76
Tunis,4/11/2024,21.6,75,10,351.58
